State,Year,Quater,Districts,District_Transation_count,District_Transation_amount
nagaland,2019,1,kiphire,2103,4550857.60564944
nagaland,2019,2,peren,2715,6719423.986701602
nagaland,2019,3,peren,4277,8062310.434825074
nagaland,2019,4,peren,5148,10804065.561619181
nagaland,2020,1,peren,6691,10449509.21674379
nagaland,2020,2,kiphire,11097,21770604.465474274
nagaland,2020,3,kiphire,12462,29101447.582055062
nagaland,2020,4,longleng,13202,34760738.476595946
nagaland,2021,1,longleng,12009,34735822.64446311
nagaland,2021,2,longleng,13528,39521626.841992125
nagaland,2021,3,longleng,14691,44639115.38971553
nagaland,2021,4,longleng,16341,59818503.44606339
nagaland,2022,1,longleng,17513,56264190.28859669
nagaland,2022,2,kiphire,20492,71074150.21954788
nagaland,2022,3,kiphire,19352,63372092.96371811
nagaland,2022,4,kiphire,19928,66609982.69936785
odisha,2018,1,mayurbhanj,208105,151786389.20530617
odisha,2018,2,mayurbhanj,309322,308804358.7495179
odisha,2018,3,nayagarh,1140437,672431075.2136058
odisha,2018,4,jagatsinghapur,729403,588561101.5869067
odisha,2019,1,anugul,1023176,1083105252.400957
odisha,2019,2,anugul,656270,1100526633.6700115
odisha,2019,3,anugul,916878,1372415071.347659
odisha,2019,4,sundargarh,1500297,2290633492.9405365
odisha,2020,1,anugul,1176601,2199325035.2223163
odisha,2020,2,anugul,1343647,2479132333.718764
odisha,2020,3,anugul,1744600,3343482976.3347354
odisha,2020,4,anugul,2566879,5376845657.748442
odisha,2021,1,anugul,2688530,5923776582.870062
odisha,2021,2,anugul,3164512,6629061184.353283
odisha,2021,3,anugul,4298974,8427870407.924927
odisha,2021,4,anugul,5595409,10832624236.879738
odisha,2022,1,anugul,6423393,12666904909.368557
odisha,2022,2,anugul,7523854,13937160595.230968
odisha,2022,3,anugul,8115183,13631294531.285406
odisha,2022,4,sambalpur,10274024,14842758106.879675
puducherry,2018,1,mahe,1512,2456276.910513108
puducherry,2018,2,mahe,2686,3557654.224934818
puducherry,2018,3,mahe,4707,5653448.400293597
puducherry,2018,4,mahe,4767,7299650.996062614
puducherry,2019,1,mahe,6551,10846685.022694789
puducherry,2019,2,mahe,6166,10524574.13631358
puducherry,2019,3,mahe,8418,15294016.921326939
puducherry,2019,4,mahe,11424,18497001.461263284
puducherry,2020,1,mahe,13890,22225930.008886866
puducherry,2020,2,mahe,21650,36853827.72806046
puducherry,2020,3,mahe,23859,39701146.447601184
puducherry,2020,4,mahe,42107,62154140.96632717
puducherry,2021,1,mahe,48945,76889289.31604216
puducherry,2021,2,mahe,52427,86748217.5883918
puducherry,2021,3,mahe,76232,119461798.76413691
puducherry,2021,4,mahe,101037,158832340.7045973
puducherry,2022,1,mahe,116179,184741472.12407243
puducherry,2022,2,mahe,127396,204309598.8505104
puducherry,2022,3,mahe,126887,189885530.5376592
puducherry,2022,4,mahe,148799,213692492.28184882
punjab,2018,1,pathankot,51474,81047251.32470225
punjab,2018,2,pathankot,78612,158739383.40365845
punjab,2018,3,kapurthala,106984,188312115.6799224
punjab,2018,4,kapurthala,140093,271879526.83803904
punjab,2019,1,hoshiarpur,159087,333307889.2385825
punjab,2019,2,pathankot,160293,445515294.3077082
punjab,2019,3,pathankot,217743,530602505.216503
punjab,2019,4,pathankot,280434,697314026.1980982
punjab,2020,1,hoshiarpur,321185,613999219.7583513
punjab,2020,2,pathankot,394701,828442435.8246017
punjab,2020,3,hoshiarpur,444703,938565050.5404744
punjab,2020,4,hoshiarpur,584688,1343655246.8605404
punjab,2021,1,pathankot,570864,1486337867.4528933
punjab,2021,2,hoshiarpur,721249,1657693325.435227
punjab,2021,3,hoshiarpur,907847,1983363435.8296313
punjab,2021,4,kapurthala,1175355,2110713842.5000901
punjab,2022,1,kapurthala,1326492,2322895082.0700884
punjab,2022,2,sangrur,1640279,3950202304.556946
punjab,2022,3,hoshiarpur,1789334,3625177520.5732203
punjab,2022,4,sangrur,2004123,4766598735.821444
rajasthan,2018,1,udaipur,224103,315736879.7070354
rajasthan,2018,2,udaipur,291907,521933429.80104965
rajasthan,2018,3,ajmer,400284,841931847.4786526
rajasthan,2018,4,ganganagar,561084,1174061620.6784885
rajasthan,2019,1,jhunjhunu,984628,1661037639.5409722
rajasthan,2019,2,udaipur,1007076,1724895638.7887383
rajasthan,2019,3,jhunjhunu,1333354,2830120895.181952
rajasthan,2019,4,jhunjhunu,1869375,4227582982.791309
rajasthan,2020,1,nagaur,1885285,4010256396.916327
rajasthan,2020,2,udaipur,2293910,3491313530.816518
rajasthan,2020,3,nagaur,3048026,6903346685.307568
rajasthan,2020,4,bikaner,4005208,8393453473.061908
rajasthan,2021,1,nagaur,4976059,12761075159.690163
rajasthan,2021,2,udaipur,6280736,10800769537.661558
rajasthan,2021,3,dausa,8175162,12267753350.999645
rajasthan,2021,4,dausa,10142219,16190233721.345505
rajasthan,2022,1,bikaner,11656264,23262580003.212997
rajasthan,2022,2,bikaner,13694139,26087476960.412987
rajasthan,2022,3,bikaner,15580963,27371553576.152893
rajasthan,2022,4,bikaner,16072144,30210151812.097847
sikkim,2018,1,north,3446,5176776.803176151
sikkim,2018,2,north,6735,12849363.319488723
sikkim,2018,3,north,10146,27923847.395025603
sikkim,2018,4,north,15986,54207984.03057738
sikkim,2019,1,north,15810,42949466.65663589
sikkim,2019,2,north,18856,54371272.971085116
sikkim,2019,3,north,28543,68488417.92409426
sikkim,2019,4,north,33255,84624221.58772576
sikkim,2020,1,north,35470,84615332.45666516
sikkim,2020,2,north,47621,126661852.85020877
sikkim,2020,3,north,57672,163225093.14147198
sikkim,2020,4,north,80801,251186246.6496318
sikkim,2021,1,north,68266,220448584.97284672
sikkim,2021,2,north,81358,256077157.43570048
sikkim,2021,3,north,98373,321880637.0383413
sikkim,2021,4,north,128392,421772618.64529496
sikkim,2022,1,north,123838,391801570.45615834
sikkim,2022,2,north,174097,540506472.6682708
sikkim,2022,3,north,180979,523914878.614971
sikkim,2022,4,north,197276,542707823.7654651
tamil-nadu,2018,1,madurai,129858,232151304.34595776
tamil-nadu,2018,2,madurai,213788,460415565.2125236
tamil-nadu,2018,3,madurai,322515,702347696.9219124
tamil-nadu,2018,4,madurai,474612,1067216902.8803706
tamil-nadu,2019,1,madurai,662080,1386372054.5139372
tamil-nadu,2019,2,krishnagiri,663016,1504554589.8086202
tamil-nadu,2019,3,krishnagiri,906439,1897364248.7738578
tamil-nadu,2019,4,krishnagiri,1302647,2599923579.484123
tamil-nadu,2020,1,vellore,1236004,1793602013.1346076
tamil-nadu,2020,2,tiruchirappalli,1239752,2259353198.2312646
tamil-nadu,2020,3,erode,1662818,3580607368.6476803
tamil-nadu,2020,4,erode,2534766,5126731992.032161
tamil-nadu,2021,1,erode,3015359,6105816825.193925
tamil-nadu,2021,2,erode,3273510,6223483781.161043
tamil-nadu,2021,3,erode,4668549,9015063256.621798
tamil-nadu,2021,4,erode,6109637,11279232350.572424
tamil-nadu,2022,1,erode,6860000,12788323701.47359
tamil-nadu,2022,2,erode,8037374,14313011584.19171
tamil-nadu,2022,3,erode,9576460,15897874506.90147
tamil-nadu,2022,4,tiruchirappalli,10348183,18674871633.798847
telangana,2018,1,siddipet,144429,197965017.999628
telangana,2018,2,"bhadradri kothagudem",189793,504562629.3259425
telangana,2018,3,khammam,299774,611486713.5820062
telangana,2018,4,peddapalle,390467,777939864.6081892
telangana,2019,1,nizamabad,705541,1347187035.3619022
telangana,2019,2,nizamabad,782289,1812827883.3205523
telangana,2019,3,siddipet,1075629,2226176148.8370996
telangana,2019,4,siddipet,1508776,3271349293.2839117
telangana,2020,1,siddipet,1912271,4387174573.133842
telangana,2020,2,siddipet,2417054,5240899389.901978
telangana,2020,3,"bhadradri kothagudem",3196550,7671316620.377354
telangana,2020,4,"bhadradri kothagudem",5185352,12782078782.234629
telangana,2021,1,"bhadradri kothagudem",5386614,13659056643.17039
telangana,2021,2,"bhadradri kothagudem",6854796,16726841230.685331
telangana,2021,3,"bhadradri kothagudem",8176066,18135807092.898582
telangana,2021,4,"bhadradri kothagudem",10121890,22567782620.241013
telangana,2022,1,siddipet,11464769,25404779557.018036
telangana,2022,2,siddipet,13598517,29087166428.464252
telangana,2022,3,siddipet,12900290,27570105119.137543
telangana,2022,4,siddipet,14715170,30384216197.138824
tripura,2018,1,unakoti,5068,4349605.99414449
tripura,2018,2,unakoti,9198,6923396.262354777
tripura,2018,3,khowai,14941,21548759.427429266
tripura,2018,4,unakoti,22714,18120450.88253949
tripura,2019,1,unakoti,24562,28789584.83707358
tripura,2019,2,unakoti,20264,29942709.57518096
tripura,2019,3,unakoti,24817,37601399.539157376
tripura,2019,4,unakoti,35536,54063293.815416425
tripura,2020,1,unakoti,37292,65629411.24942416
tripura,2020,2,unakoti,51385,78087527.62381233
tripura,2020,3,unakoti,63441,118957916.52995977
tripura,2020,4,unakoti,77102,156226431.5680711
tripura,2021,1,unakoti,68925,161256237.6246628
tripura,2021,2,khowai,81845,164265842.95334023
tripura,2021,3,khowai,89061,181900029.39183187
tripura,2021,4,khowai,111589,254808204.6481812
tripura,2022,1,khowai,124989,289652618.573128
tripura,2022,2,khowai,147470,314663693.9199481
tripura,2022,3,khowai,164425,363263351.21088356
tripura,2022,4,khowai,172992,374619180.93378747
uttar-pradesh,2018,1,meerut,267015,345744809.58975303
uttar-pradesh,2018,2,meerut,374625,606678416.5867009
uttar-pradesh,2018,3,bareilly,530401,701813397.931004
uttar-pradesh,2018,4,meerut,700099,1476906079.09689
uttar-pradesh,2019,1,agra,1055850,1798577433.7026842
uttar-pradesh,2019,2,bareilly,893059,1444372593.85735
uttar-pradesh,2019,3,bareilly,1164660,1630271295.8342814
uttar-pradesh,2019,4,bareilly,1342436,2179671438.615908
uttar-pradesh,2020,1,bareilly,1552726,2644081691.2668533
uttar-pradesh,2020,2,aligarh,1873486,3333199475.158868
uttar-pradesh,2020,3,aligarh,2172376,4433149341.3868065
uttar-pradesh,2020,4,aligarh,3179237,6659603398.445011
uttar-pradesh,2021,1,aligarh,3639658,7418381922.136725
uttar-pradesh,2021,2,aligarh,4566809,9169523754.569004
uttar-pradesh,2021,3,aligarh,5783351,10758162334.818872
uttar-pradesh,2021,4,aligarh,7765317,15072461376.02834
uttar-pradesh,2022,1,aligarh,9297702,17226202534.103092
uttar-pradesh,2022,2,aligarh,11491914,20498359414.78222
uttar-pradesh,2022,3,aligarh,14106419,22685286303.74517
uttar-pradesh,2022,4,aligarh,18387697,30529612967.374783
uttarakhand,2018,1,uttarkashi,12342,15898878.295430979
uttarakhand,2018,2,uttarkashi,17994,31584871.420789883
uttarakhand,2018,3,uttarkashi,22900,44762533.115959145
uttarakhand,2018,4,uttarkashi,32970,74788538.69988397
uttarakhand,2019,1,uttarkashi,43500,85792881.24604434
uttarakhand,2019,2,uttarkashi,52899,116326460.03063229
uttarakhand,2019,3,uttarkashi,68144,126468996.95084272
uttarakhand,2019,4,uttarkashi,82965,174141275.3253441
uttarakhand,2020,1,uttarkashi,96469,176256181.79746825
uttarakhand,2020,2,uttarkashi,143866,241132342.2347738
uttarakhand,2020,3,uttarkashi,166514,318056161.8167209
uttarakhand,2020,4,uttarkashi,248828,446087898.9016932
uttarakhand,2021,1,uttarkashi,199972,419933605.44935334
uttarakhand,2021,2,uttarkashi,272386,493313162.9872029
uttarakhand,2021,3,uttarkashi,280090,564935671.3357033
uttarakhand,2021,4,uttarkashi,340832,699763855.0503579
uttarakhand,2022,1,uttarkashi,354038,690101594.2170823
uttarakhand,2022,2,rudraprayag,555674,1343191881.0768297
uttarakhand,2022,3,uttarkashi,574366,1020415832.5023174
uttarakhand,2022,4,uttarkashi,539699,916448376.7267579
west-bengal,2018,1,"purba bardhaman",396998,212356023.7378838
west-bengal,2018,2,maldah,697698,593137876.5821025
west-bengal,2018,3,purulia,2634127,1255674844.8882928
west-bengal,2018,4,nadia,1602207,1483069809.77854
west-bengal,2019,1,nadia,1878230,1674723468.0591764
west-bengal,2019,2,nadia,1702468,1996301068.112169
west-bengal,2019,3,"paschim medinipur",2347260,2190157100.6562915
west-bengal,2019,4,"purba medinipur",3988434,3949509409.870963
west-bengal,2020,1,bankura,2512191,1888506492.2303813
west-bengal,2020,2,"paschim bardhaman",2283471,3594187323.2869277
west-bengal,2020,3,"paschim bardhaman",2824660,4923778139.11113
west-bengal,2020,4,"paschim bardhaman",3911566,6878396003.007269
west-bengal,2021,1,"paschim medinipur",4172851,8823590467.006695
west-bengal,2021,2,"paschim bardhaman",4893774,8731262893.729904
west-bengal,2021,3,"paschim medinipur",6258901,12581282827.778063
west-bengal,2021,4,"paschim medinipur",7894026,16639425790.500774
west-bengal,2022,1,"paschim medinipur",9156926,20055779613.652466
west-bengal,2022,2,"paschim medinipur",10862436,23376063738.33557
west-bengal,2022,3,maldah,12459741,26922829611.83763
west-bengal,2022,4,"paschim medinipur",12768161,25216806019.74122
andaman-&-nicobar-islands,2018,1,"north and middle andaman",442,931663.0770939873
andaman-&-nicobar-islands,2018,2,"north and middle andaman",825,1317863.0834906558
andaman-&-nicobar-islands,2018,3,"north and middle andaman",1283,4901529.518499676
andaman-&-nicobar-islands,2018,4,nicobars,1485,7180859.354911782
andaman-&-nicobar-islands,2019,1,nicobars,1539,7236059.549389593
andaman-&-nicobar-islands,2019,2,nicobars,1828,9111650.82436246
andaman-&-nicobar-islands,2019,3,nicobars,2300,11566421.475451011
andaman-&-nicobar-islands,2019,4,nicobars,2600,12384161.52668771
andaman-&-nicobar-islands,2020,1,nicobars,2911,12099543.773590053
andaman-&-nicobar-islands,2020,2,nicobars,3895,14341508.60470232
andaman-&-nicobar-islands,2020,3,nicobars,5413,22166453.754695382
andaman-&-nicobar-islands,2020,4,nicobars,8688,35218871.04342848
andaman-&-nicobar-islands,2021,1,nicobars,10302,39075266.9856904
andaman-&-nicobar-islands,2021,2,nicobars,15307,48020606.74716838
andaman-&-nicobar-islands,2021,3,nicobars,20754,74980519.32813609
andaman-&-nicobar-islands,2021,4,nicobars,24437,81329281.0269996
andaman-&-nicobar-islands,2022,1,nicobars,29177,94414127.64974089
andaman-&-nicobar-islands,2022,2,nicobars,43769,132900618.93062323
andaman-&-nicobar-islands,2022,3,nicobars,49550,131330400.94545083
andaman-&-nicobar-islands,2022,4,nicobars,58646,142355853.97352523
andhra-pradesh,2018,1,"spsr nellore",531612,676643237.8069417
andhra-pradesh,2018,2,prakasam,739991,1571167562.1276274
andhra-pradesh,2018,3,prakasam,1319651,2346453445.4838424
andhra-pradesh,2018,4,prakasam,1692862,3255254226.03728
andhra-pradesh,2019,1,ysr,2852197,4915811593.896078
andhra-pradesh,2019,2,ysr,2606284,6376856828.130632
andhra-pradesh,2019,3,ysr,3296586,7447544274.2117815
andhra-pradesh,2019,4,ysr,4793157,10865073855.730782
andhra-pradesh,2020,1,ysr,6031255,14059924636.819914
andhra-pradesh,2020,2,ysr,8033609,19597207268.132023
andhra-pradesh,2020,3,ysr,11934653,32037007334.12973
andhra-pradesh,2020,4,ysr,15676878,42572974713.440254
andhra-pradesh,2021,1,ysr,15374473,42570919448.50447
andhra-pradesh,2021,2,prakasam,19944047,54535328043.04135
andhra-pradesh,2021,3,prakasam,24116580,63367713446.928055
andhra-pradesh,2021,4,prakasam,27858275,71323060008.47623
andhra-pradesh,2022,1,prakasam,31340975,79494373254.71565
andhra-pradesh,2022,2,prakasam,36163507,90435082545.97768
andhra-pradesh,2022,3,prakasam,35376080,87475230073.46387
andhra-pradesh,2022,4,prakasam,37211077,88105031866.36835
arunachal-pradesh,2018,1,namsai,1400,2162984.705083958
arunachal-pradesh,2018,2,"lower siang",2292,2179451.657976534
arunachal-pradesh,2018,3,tirap,3322,7479257.007852319
arunachal-pradesh,2018,4,"lower dibang valley",4227,10951332.393937869
arunachal-pradesh,2019,1,"lower dibang valley",6314,13738776.18143886
arunachal-pradesh,2019,2,longding,6744,23464027.892812617
arunachal-pradesh,2019,3,longding,10269,26620415.019238282
arunachal-pradesh,2019,4,"lower subansiri",11806,29634357.486805215
arunachal-pradesh,2020,1,"lower subansiri",15770,34273250.7179902
arunachal-pradesh,2020,2,"lower dibang valley",26234,42360072.52689613
arunachal-pradesh,2020,3,"lower dibang valley",27655,63469161.328603886
arunachal-pradesh,2020,4,"lower dibang valley",33455,81929299.56817816
arunachal-pradesh,2021,1,tirap,32043,110593517.14623192
arunachal-pradesh,2021,2,"lower dibang valley",42091,105552358.12192997
arunachal-pradesh,2021,3,tirap,47118,143620525.85725695
arunachal-pradesh,2021,4,"lower subansiri",60146,199366119.13556093
arunachal-pradesh,2022,1,"lower subansiri",73100,239825149.91154164
arunachal-pradesh,2022,2,"lower subansiri",94109,287993729.77118087
arunachal-pradesh,2022,3,"lower subansiri",109261,285712248.1429684
arunachal-pradesh,2022,4,"lower dibang valley",137218,308329533.63406837
assam,2018,1,jorhat,33322,41164542.05596451
assam,2018,2,jorhat,53341,70634515.73039348
assam,2018,3,jorhat,79724,118008412.28630178
assam,2018,4,dhubri,120810,181651044.89215764
assam,2019,1,dhubri,129363,168832530.51137578
assam,2019,2,jorhat,129744,231878110.7193352
assam,2019,3,golaghat,121795,194779142.64060068
assam,2019,4,goalpara,139662,282003507.8056698
assam,2020,1,golaghat,179380,301335497.7930421
assam,2020,2,golaghat,290221,381486790.0123421
assam,2020,3,golaghat,278714,484885427.8581189
assam,2020,4,goalpara,381733,1018165139.8396726
assam,2021,1,jorhat,388882,856404785.4295709
assam,2021,2,dhubri,528440,1316708576.7981753
assam,2021,3,goalpara,650085,1747257315.9936595
assam,2021,4,goalpara,920783,2590433257.901761
assam,2022,1,darrang,1205741,2732173374.6894684
assam,2022,2,goalpara,1660385,4241626695.28664
assam,2022,3,goalpara,2054687,4590076568.303604
assam,2022,4,bongaigaon,2301942,4663672960.523357
bihar,2018,1,rohtas,201231,181378994.9786085
bihar,2018,2,madhubani,286112,554829469.6286854
bihar,2018,3,darbhanga,413648,764466707.7610799
bihar,2018,4,darbhanga,515957,1142706537.988927
bihar,2019,1,vaishali,749004,1174950625.584596
bihar,2019,2,saran,660816,1511533675.4801161
bihar,2019,3,madhubani,732727,1815165089.5718448
bihar,2019,4,saran,1039542,2265346427.1538324
bihar,2020,1,vaishali,1177251,2609194507.873907
bihar,2020,2,samastipur,1536299,3614031763.2833586
bihar,2020,3,vaishali,2036376,4585312142.295209
bihar,2020,4,siwan,2923089,7277805273.892392
bihar,2021,1,samastipur,2833659,7326852418.778886
bihar,2021,2,saran,4392087,10815034968.865551
bihar,2021,3,saran,4909074,10653230755.208593
bihar,2021,4,saran,6615773,15141561808.042286
bihar,2022,1,purnia,7761464,17165083851.272972
bihar,2022,2,purnia,9889577,21758789746.188175
bihar,2022,3,madhubani,9999220,19516793344.794163
bihar,2022,4,siwan,12408052,23745856584.586132
chandigarh,2018,1,chandigarh,381895,613435420.8676233
chandigarh,2018,2,chandigarh,479084,961223261.74473
chandigarh,2018,3,chandigarh,616936,1369354447.5343118
chandigarh,2018,4,chandigarh,905116,2032591591.779975
chandigarh,2019,1,chandigarh,1274476,2396032050.444029
chandigarh,2019,2,chandigarh,1252470,2693116098.9444556
chandigarh,2019,3,chandigarh,1506543,3269682087.660841
chandigarh,2019,4,chandigarh,1850915,4152513817.939354
chandigarh,2020,1,chandigarh,2262511,5126453070.016205
chandigarh,2020,2,chandigarh,1528010,3847015729.690074
chandigarh,2020,3,chandigarh,2158086,5089809353.36507
chandigarh,2020,4,chandigarh,2912716,6146762901.349346
chandigarh,2021,1,chandigarh,3970237,7596420859.545994
chandigarh,2021,2,chandigarh,4417547,8417673939.9361
chandigarh,2021,3,chandigarh,6649378,11815883004.693304
chandigarh,2021,4,chandigarh,7898903,14373583510.61845
chandigarh,2022,1,chandigarh,8600491,15174991549.840002
chandigarh,2022,2,chandigarh,10772489,17283500158.371002
chandigarh,2022,3,chandigarh,13478173,20559757737.405857
chandigarh,2022,4,chandigarh,17904840,27879754566.939415
chhattisgarh,2018,1,"baloda bazar",61987,55455251.90835041
chhattisgarh,2018,2,"baloda bazar",92920,133808358.16844037
chhattisgarh,2018,3,surguja,123129,222467433.69994545
chhattisgarh,2018,4,surguja,174043,354179706.54506606
chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
chhattisgarh,2020,2,surguja,533916,943051720.5904518
chhattisgarh,2020,3,surguja,707337,1327658513.4476824
chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
chhattisgarh,2021,2,surguja,1332917,2575596438.475781
chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,diu,17203,32940133.54162597
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,diu,21474,46692370.12824968
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,diu,23966,46606086.663000636
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,diu,23866,42875002.19781082
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,diu,26588,51864159.697919816
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,diu,41821,95658202.77082601
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,diu,42608,96420384.49176355
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,diu,41014,101909220.66644716
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,diu,66259,157454301.25334743
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,diu,88402,206127240.56872404
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,diu,94833,213403088.016084
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,diu,130835,288821560.5151377
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,diu,148559,279739481.9642375
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,diu,154870,296319509.67041874
delhi,2018,1,shahdara,193886,326458215.38394874
delhi,2018,2,shahdara,272663,533105673.5945449
delhi,2018,3,shahdara,481819,805520386.5670927
delhi,2018,4,shahdara,987533,1305320182.496128
delhi,2019,1,shahdara,1402956,1800644587.5922666
delhi,2019,2,shahdara,1439856,2125041674.940278
delhi,2019,3,shahdara,1929681,2840221012.8598523
delhi,2019,4,shahdara,2149197,3597910765.0530796
delhi,2020,1,shahdara,2148023,3847703306.254819
delhi,2020,2,"north east",2229412,3393429629.3164525
delhi,2020,3,"north east",2910048,5488227059.169053
delhi,2020,4,shahdara,4208254,9392225302.24066
delhi,2021,1,shahdara,4235592,9595155648.30619
delhi,2021,2,"north east",4567057,9118331386.987755
delhi,2021,3,shahdara,6108459,13750322170.230267
delhi,2021,4,shahdara,7518346,17929102853.313446
delhi,2022,1,"north east",8357217,17814230282.345295
delhi,2022,2,shahdara,10060246,22195136725.333412
delhi,2022,3,shahdara,10220528,21361296110.510616
delhi,2022,4,shahdara,11420073,24438534174.92784
goa,2018,1,"south goa",65783,116748450.35783319
goa,2018,2,"south goa",96146,187788942.99917686
goa,2018,3,"south goa",144785,291902680.78434587
goa,2018,4,"south goa",209375,438125180.3228017
goa,2019,1,"south goa",297005,534459044.9593618
goa,2019,2,"south goa",298191,571032241.535074
goa,2019,3,"south goa",418445,707353884.2285295
goa,2019,4,"south goa",535041,959838914.9572154
goa,2020,1,"south goa",603850,1035864031.0582266
goa,2020,2,"south goa",598397,888964620.6248364
goa,2020,3,"south goa",750409,1280721658.2614956
goa,2020,4,"south goa",1297003,2187791368.837076
goa,2021,1,"south goa",1533628,2637842229.458396
goa,2021,2,"south goa",1626496,2621399702.202361
goa,2021,3,"south goa",2185161,3436270181.327051
goa,2021,4,"south goa",3280211,5160212288.320821
goa,2022,1,"south goa",3700525,5740805558.964066
goa,2022,2,"south goa",4216281,6388195726.492123
goa,2022,3,"south goa",4877989,6497339467.392014
goa,2022,4,"south goa",5737184,7656551999.340998
gujarat,2018,1,bhavnagar,182948,171495425.58982483
gujarat,2018,2,bhavnagar,253332,265850891.74358377
gujarat,2018,3,bhavnagar,374470,397576856.4658471
gujarat,2018,4,valsad,468363,753128666.5596428
gujarat,2019,1,valsad,750124,983591069.6663814
gujarat,2019,2,"banas kantha",642084,1108185173.7200396
gujarat,2019,3,"banas kantha",909575,1343558301.6357625
gujarat,2019,4,valsad,1028011,1666399666.233092
gujarat,2020,1,mahesana,1294012,2067093335.3061204
gujarat,2020,2,rajkot,1360781,2344811087.112481
gujarat,2020,3,rajkot,1490309,2995153084.6346493
gujarat,2020,4,rajkot,1980653,4184580562.7370853
gujarat,2021,1,rajkot,2278417,5057583315.413301
gujarat,2021,2,rajkot,2675842,5707346831.237131
gujarat,2021,3,rajkot,3586356,7726777654.637351
gujarat,2021,4,rajkot,4398724,9808446763.924477
gujarat,2022,1,rajkot,5044420,11183107357.249798
gujarat,2022,2,rajkot,6063252,12629937169.82262
gujarat,2022,3,mahesana,6403784,12429803356.66823
gujarat,2022,4,mahesana,7160396,14173625244.242262
haryana,2018,1,rohtak,121728,215207976.23801103
haryana,2018,2,rohtak,179677,372787270.2835766
haryana,2018,3,sirsa,222321,409263123.8749541
haryana,2018,4,ambala,313017,778868451.264339
haryana,2019,1,jhajjar,548076,1042049466.2823191
haryana,2019,2,jhajjar,569289,1308026488.612537
haryana,2019,3,jhajjar,755297,1642655006.4215214
haryana,2019,4,jhajjar,965474,2147473030.3808532
haryana,2020,1,mewat,1241283,3154872672.0695767
haryana,2020,2,mewat,1598705,3658746771.705061
haryana,2020,3,rohtak,1740356,4643691557.73987
haryana,2020,4,jhajjar,2429140,5544973431.463554
haryana,2021,1,rohtak,2708295,6792159646.748035
haryana,2021,2,karnal,3501189,7822099240.647442
haryana,2021,3,karnal,4403307,8835919266.381252
haryana,2021,4,karnal,5416815,11527031601.801613
haryana,2022,1,karnal,6097787,12324299904.907103
haryana,2022,2,karnal,7462000,14355989091.566263
haryana,2022,3,karnal,9139842,16912349321.593098
haryana,2022,4,mewat,11181774,20507941017.884888
himachal-pradesh,2018,1,bilaspur,21880,20215586.707121648
himachal-pradesh,2018,2,bilaspur,30705,41392933.9580691
himachal-pradesh,2018,3,bilaspur,37993,56133326.966728725
himachal-pradesh,2018,4,bilaspur,51395,92955686.23996082
himachal-pradesh,2019,1,bilaspur,73141,109483745.6606721
himachal-pradesh,2019,2,chamba,62922,128008869.00606377
himachal-pradesh,2019,3,chamba,87489,151224161.28503346
himachal-pradesh,2019,4,chamba,111755,196209094.0899575
himachal-pradesh,2020,1,chamba,139862,213171894.7803222
himachal-pradesh,2020,2,bilaspur,191375,284432330.03137827
himachal-pradesh,2020,3,bilaspur,202526,342802524.6465795
himachal-pradesh,2020,4,bilaspur,275513,518335916.8663252
himachal-pradesh,2021,1,bilaspur,256578,504967322.0491565
himachal-pradesh,2021,2,bilaspur,322915,613068902.4728887
